"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","196","Checking response code and problem details with invalid status: ","tests.api.sales.orders.online","Wed Mar 25 19:45:19 UTC 2026","passed","Wed Mar 25 19:45:19 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","1071","Check each item from items has correct statusGroup param with input status: Done","tests.api.sales.orders.online","Wed Mar 25 19:45:08 UTC 2026","passed","Wed Mar 25 19:45:09 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","195","Checking response code and problem details with invalid page: Unknown","tests.api.sales.orders.online","Wed Mar 25 19:45:19 UTC 2026","passed","Wed Mar 25 19:45:19 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"⚠️ Expected Bug: Total count is wrong. Look at task  #1","1173","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 19:45:03 UTC 2026","skipped","Wed Mar 25 19:45:04 UTC 2026","TestListInfo","test_history_positive","",""
"","220","Check contract with status: Cancel","tests.api.sales.orders.online","Wed Mar 25 19:45:17 UTC 2026","passed","Wed Mar 25 19:45:17 UTC 2026","TestSchemeEmptyState","test_history_empty_state","",""
"","194","Checking response code and problem details with invalid status: Unknown","tests.api.sales.orders.online","Wed Mar 25 19:45:18 UTC 2026","passed","Wed Mar 25 19:45:19 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","1642","Check contract with status: All","tests.api.sales.orders.online","Wed Mar 25 19:45:01 UTC 2026","passed","Wed Mar 25 19:45:03 UTC 2026","TestScheme","test_history_positive","",""
"⚠️ Expected Bug: Online orders history. Server error when page=-1. Look at task  #2","272","Checking response code and problem details with invalid page: -1","tests.api.sales.orders.online","Wed Mar 25 19:45:19 UTC 2026","skipped","Wed Mar 25 19:45:20 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"","8059","Performance SLA check: Average of 5 requests","tests.api.sales.orders.online","Wed Mar 25 19:45:27 UTC 2026","passed","Wed Mar 25 19:45:35 UTC 2026","TestPerformance","test_history_performance","",""
"","1031","Qnt param in each item equal qnt images","tests.api.sales.orders.online","Wed Mar 25 19:45:12 UTC 2026","passed","Wed Mar 25 19:45:13 UTC 2026","TestGoodsAndImageConsistency","test_history_positive","",""
"","193","Checking response code and problem details with invalid page: ","tests.api.sales.orders.online","Wed Mar 25 19:45:20 UTC 2026","passed","Wed Mar 25 19:45:20 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"","1118","Check consistency seller with selling type","tests.api.sales.orders.online","Wed Mar 25 19:45:23 UTC 2026","passed","Wed Mar 25 19:45:24 UTC 2026","TestSellerConsistency","test_history_positive","",""
"","193","Checking response code and problem details with invalid page: True","tests.api.sales.orders.online","Wed Mar 25 19:45:20 UTC 2026","passed","Wed Mar 25 19:45:20 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"","407","Check each item from items has correct orderStatus and status params with input status: Cancel","tests.api.sales.orders.online","Wed Mar 25 19:45:06 UTC 2026","passed","Wed Mar 25 19:45:07 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1028","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'Done'}","tests.api.sales.orders.online","Wed Mar 25 19:45:05 UTC 2026","passed","Wed Mar 25 19:45:06 UTC 2026","TestListInfo","test_history_positive","",""
"","200","Checking response code and problem details with invalid status: True","tests.api.sales.orders.online","Wed Mar 25 19:45:19 UTC 2026","passed","Wed Mar 25 19:45:19 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","1190","Check each item from items has correct orderStatus and status params with input status: All","tests.api.sales.orders.online","Wed Mar 25 19:45:06 UTC 2026","passed","Wed Mar 25 19:45:07 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1181","Check each item from items has correct statusGroup param with input status: All","tests.api.sales.orders.online","Wed Mar 25 19:45:07 UTC 2026","passed","Wed Mar 25 19:45:08 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","390","Check list info params with inputs: {'page': 10, 'limit': 1, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 19:45:04 UTC 2026","passed","Wed Mar 25 19:45:05 UTC 2026","TestListInfo","test_history_positive","",""
"","1010","Check quantity items with status: Done","tests.api.sales.orders.online","Wed Mar 25 19:45:24 UTC 2026","passed","Wed Mar 25 19:45:25 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1046","Each order price more than 0","tests.api.sales.orders.online","Wed Mar 25 19:45:11 UTC 2026","passed","Wed Mar 25 19:45:12 UTC 2026","TestOrderPrice","test_history_positive","",""
"","222","Check contract with status: All","tests.api.sales.orders.online","Wed Mar 25 19:45:17 UTC 2026","passed","Wed Mar 25 19:45:17 UTC 2026","TestSchemeEmptyState","test_history_empty_state","",""
"","419","Check list info params with inputs: {'page': 2, 'limit': 10, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 19:45:04 UTC 2026","passed","Wed Mar 25 19:45:05 UTC 2026","TestListInfo","test_history_positive","",""
"","681","Check quantity items with status: Cancel","tests.api.sales.orders.online","Wed Mar 25 19:45:22 UTC 2026","passed","Wed Mar 25 19:45:23 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","1565","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'All'}","tests.api.sales.orders.online","Wed Mar 25 19:45:01 UTC 2026","passed","Wed Mar 25 19:45:03 UTC 2026","TestListInfo","test_history_positive","",""
"","396","Check each item from items has correct statusGroup param with input status: Cancel","tests.api.sales.orders.online","Wed Mar 25 19:45:08 UTC 2026","passed","Wed Mar 25 19:45:08 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","923","Verify default 'Status' behavior (should default to 'All')","tests.api.sales.orders.online","Wed Mar 25 19:45:24 UTC 2026","passed","Wed Mar 25 19:45:25 UTC 2026","TestDefaultsParams","test_history_positive","",""
"","1065","Check contract with status: Done","tests.api.sales.orders.online","Wed Mar 25 19:45:03 UTC 2026","passed","Wed Mar 25 19:45:04 UTC 2026","TestScheme","test_history_positive","",""
"","195","Checking response code and problem details with invalid status: -1","tests.api.sales.orders.online","Wed Mar 25 19:45:19 UTC 2026","passed","Wed Mar 25 19:45:19 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","194","Checking response code and problem details with invalid status: 12345","tests.api.sales.orders.online","Wed Mar 25 19:45:19 UTC 2026","passed","Wed Mar 25 19:45:20 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","1201","Check quantity items with status: All","tests.api.sales.orders.online","Wed Mar 25 19:45:21 UTC 2026","passed","Wed Mar 25 19:45:22 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","222","Check contract with status: Done","tests.api.sales.orders.online","Wed Mar 25 19:45:17 UTC 2026","passed","Wed Mar 25 19:45:18 UTC 2026","TestSchemeEmptyState","test_history_empty_state","",""
"","1146","Quantity param in each item more than 0","tests.api.sales.orders.online","Wed Mar 25 19:45:12 UTC 2026","passed","Wed Mar 25 19:45:13 UTC 2026","TestQuantityParam","test_history_positive","",""
"","417","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'Cancel'}","tests.api.sales.orders.online","Wed Mar 25 19:45:06 UTC 2026","passed","Wed Mar 25 19:45:06 UTC 2026","TestListInfo","test_history_positive","",""
"","416","Check contract with status: Cancel","tests.api.sales.orders.online","Wed Mar 25 19:45:04 UTC 2026","passed","Wed Mar 25 19:45:04 UTC 2026","TestScheme","test_history_positive","",""
"","1228","Item type belongs to one of the expected_types","tests.api.sales.orders.online","Wed Mar 25 19:45:05 UTC 2026","passed","Wed Mar 25 19:45:06 UTC 2026","TestItemType","test_history_positive","",""
"","1773","Each picture from orders isn't broken","tests.api.sales.orders.online","Wed Mar 25 19:45:10 UTC 2026","passed","Wed Mar 25 19:45:12 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
