"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1051","Check list info params with inputs: {'page': 0, 'limit': 40, 'status': 'All'}","tests.api.sales.orders.online","Tue Mar 24 17:09:33 UTC 2026","passed","Tue Mar 24 17:09:34 UTC 2026","TestListInfo","test_history_positive","",""
"","396","Check quantity items with status: Cancel","tests.api.sales.orders.online","Tue Mar 24 17:09:49 UTC 2026","passed","Tue Mar 24 17:09:50 UTC 2026","TestOnlineOrdersFilterStatus","test_history_positive","",""
"","3215","test_sum_done_and_cancel_orders","","Tue Mar 24 17:09:43 UTC 2026","passed","Tue Mar 24 17:09:46 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_positive.TestListInfo",""
"","189","Checking response code and problem details with invalid status = : -1","tests.api.sales.orders.online","Tue Mar 24 17:09:46 UTC 2026","passed","Tue Mar 24 17:09:46 UTC 2026","TestInvalidStatusHandling","test_history_negative","",""
"","187","Checking response code and problem details with invalid page = : ","tests.api.sales.orders.online","Tue Mar 24 17:09:47 UTC 2026","passed","Tue Mar 24 17:09:47 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"","460","Check contract with status: Cancel","tests.api.sales.orders.online","Tue Mar 24 17:09:33 UTC 2026","passed","Tue Mar 24 17:09:33 UTC 2026","TestScheme","test_history_positive","",""
"","1043","All ids are unique","tests.api.sales.orders.online","Tue Mar 24 17:09:38 UTC 2026","passed","Tue Mar 24 17:09:39 UTC 2026","TestIdsUniqueness","test_history_positive","",""
"","189","test_status_field_validation[status_as_boolean]","","Tue Mar 24 17:09:43 UTC 2026","passed","Tue Mar 24 17:09:43 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_negative.TestInvalidStatusHandling",""
"","1018","Item name and id are similar","tests.api.sales.orders.online","Tue Mar 24 17:09:41 UTC 2026","passed","Tue Mar 24 17:09:42 UTC 2026","TestIdAndNameConsistency","test_history_positive","",""
"","1123","test_status_field_validation[status_as_random_string]","","Tue Mar 24 17:09:43 UTC 2026","passed","Tue Mar 24 17:09:44 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_negative.TestInvalidStatusHandling",""
"","1059","test_each_item_has_correct_status[All-]","","Tue Mar 24 17:09:31 UTC 2026","passed","Tue Mar 24 17:09:32 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_positive.TestOnlineOrdersFilterStatus",""
"","8122","Performance SLA check: Average of 5 requests","tests.api.sales.orders.online","Tue Mar 24 17:09:54 UTC 2026","passed","Tue Mar 24 17:10:02 UTC 2026","TestPerformance","test_history_performance","",""
"","1295","Each picture from orders isn't broken","tests.api.sales.orders.online","Tue Mar 24 17:09:39 UTC 2026","passed","Tue Mar 24 17:09:40 UTC 2026","TestOnlineOrdersImage","test_history_positive","",""
"","1043","test_ids_uniqueness","","Tue Mar 24 17:09:31 UTC 2026","passed","Tue Mar 24 17:09:32 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_positive.TestIdsUniqueness",""
"","1103","test_item_type","","Tue Mar 24 17:09:31 UTC 2026","passed","Tue Mar 24 17:09:32 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_positive.TestItemType",""
"","189","Checking response code and problem details with invalid page = : True","tests.api.sales.orders.online","Tue Mar 24 17:09:47 UTC 2026","passed","Tue Mar 24 17:09:47 UTC 2026","TestInvalidPageHandling","test_history_negative","",""
"","216","test_scheme_empty_state[status_Done-UserType.EMPTY]","","Tue Mar 24 17:09:43 UTC 2026","passed","Tue Mar 24 17:09:43 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_empty_state.TestSchemeEmptyState",""
"","377","Item Data from Response equal data from DB","tests.api.sales.orders.online","Tue Mar 24 17:09:42 UTC 2026","passed","Tue Mar 24 17:09:42 UTC 2026","TestOrderDataEqualDataFromDB","test_history_positive","",""
"","1512","Check contract with status: All","tests.api.sales.orders.online","Tue Mar 24 17:09:33 UTC 2026","passed","Tue Mar 24 17:09:34 UTC 2026","TestScheme","test_history_positive","",""
"","385","test_list_info_params[page_2-limit_10-status_All-]","","Tue Mar 24 17:09:31 UTC 2026","passed","Tue Mar 24 17:09:31 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_positive.TestListInfo",""
"","851","Check contract with status: Done","tests.api.sales.orders.online","Tue Mar 24 17:09:34 UTC 2026","passed","Tue Mar 24 17:09:35 UTC 2026","TestScheme","test_history_positive","",""
"","1058","test_item_price_param","","Tue Mar 24 17:09:31 UTC 2026","passed","Tue Mar 24 17:09:32 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_positive.TestOrderPrice",""
"","1045","All items sorted by date","tests.api.sales.orders.online","Tue Mar 24 17:09:39 UTC 2026","passed","Tue Mar 24 17:09:40 UTC 2026","TestOrdersSorting","test_history_positive","",""
"","214","Check contract with status: Done","tests.api.sales.orders.online","Tue Mar 24 17:09:45 UTC 2026","passed","Tue Mar 24 17:09:45 UTC 2026","TestSchemeEmptyState","test_history_empty_state","",""
"⚠️ Expected Bug: Total count is wrong. Look at task  #1","832","Check list info params with inputs: {'page': 0, 'limit': 10, 'status': 'All'}","tests.api.sales.orders.online","Tue Mar 24 17:09:34 UTC 2026","skipped","Tue Mar 24 17:09:35 UTC 2026","TestListInfo","test_history_positive","",""
"","380","test_order_data_equal_data_from_db","","Tue Mar 24 17:09:31 UTC 2026","passed","Tue Mar 24 17:09:31 UTC 2026","","pytest","tests.api.sales.orders.online.test_history_positive.TestOrderDataEqualDataFromDB",""
